Value
3.36968255
3.039325237
2.962909222
2.799192905
2.74932909
2.614319801
2.588685036
2.523701429
2.432637453
2.436168194
2.260663509
2.254537344
2.264027119
2.262411833
2.266300201
1.895308971
1.396243691
1.139511824
0.966545284
0.993051171
0.910455704
0.828363717
0.80689472
0.844060838
0.765609741
0.596709847
0.696178734
0.572129369
0.599559426
0.609818101
0.622797608
0.559175909
0.520870507
0.496087343
0.490544468
0.469630539
0.505990028
0.534106672
0.493002146
0.474651664
0.45093897
0.467299193
0.476111501
0.47017929
0.445468336
0.453409344
0.451855063
0.414003015
0.448541015
0.434417039
0.50101459
0.411165863
0.443426251
0.494528472
0.491659522
0.457439601
0.409755409
0.417247266
0.408437848
0.410048336
