Wall time,Step,Value
1535911696.8975167,70,9.316969871520996
1535911696.8979294,73,9.214073181152344
1535911696.8982408,76,9.121583938598633
1535911696.898549,79,9.006633758544922
1535911696.9006927,82,8.916121482849121
1535911696.901023,85,8.819851875305176
1535911696.901327,88,8.711369514465332
1535911696.9032125,91,8.604588508605957
1535911696.90351,94,8.486867904663086
1535911696.903798,97,8.387529373168945
1535911696.904079,100,8.27579116821289
1535911696.9059374,103,8.173208236694336
1535911696.9062169,106,8.064390182495117
1535911696.9064946,109,7.964833736419678
1535911696.9083476,112,7.859041690826416
1535911696.9086337,115,7.750783920288086
1535911696.908923,118,7.629631996154785
1535911696.910759,121,7.537040710449219
1535911696.9110553,124,7.451239585876465
1535911696.9113312,127,7.342209815979004
1535911696.9116113,130,7.257343769073486
1535911696.913487,133,7.148984909057617
1535911696.9137762,136,7.06392765045166
1535911696.9140556,139,6.99293327331543
1535911696.9159143,142,6.913354873657227
1535911696.916197,145,6.813418388366699
1535911696.9164727,148,6.7412872314453125
1535911696.9183183,151,6.66501522064209
1535911696.918613,154,6.59820556640625
1535911696.9189026,157,6.514840602874756
1535911696.9191813,160,6.467344284057617
1535911696.9210343,163,6.4007344245910645
1535911696.9213142,166,6.351202964782715
1535911696.9215972,169,6.292115211486816
1535911696.9234526,172,6.234493255615234
1535911696.9237425,175,6.180922508239746
1535911696.9240239,178,6.12876033782959
1535911696.9258792,181,6.082547664642334
1535911696.926177,184,6.0519185066223145
1535911696.9264553,187,6.007388591766357
1535911696.926741,190,5.963815689086914
1535911696.9288006,193,5.934548854827881
1535911696.9291077,196,5.911170959472656
1535911696.9294236,199,5.872389793395996
1535911696.931314,202,5.833663463592529
1535911696.9315963,205,5.799341201782227
1535911696.931887,208,5.775006294250488
1535911696.9337196,211,5.766369342803955
1535911696.9340143,214,5.714372634887695
1535911696.9342916,217,5.716132164001465
1535911696.9345655,220,5.6958208084106445
1535911696.9364123,223,5.674378871917725
1535911696.9366922,226,5.646043300628662
1535911696.9369817,229,5.635185718536377
1535911696.9388573,232,5.618485927581787
1535911696.9391422,235,5.594812393188477
1535911696.9394176,238,5.592511177062988
1535911696.9412599,241,5.554254531860352
1535911696.941553,244,5.554101943969727
1535911696.9418442,247,5.532052040100098
1535911696.9421217,250,5.528059005737305
