Wall time,Step,Value
1544051928.945323,10,11.242877006530762
1544051928.945513,13,11.21434211730957
1544051928.9456744,16,11.16224479675293
1544051928.945833,19,11.124428749084473
1544051928.9463542,22,11.061019897460938
1544051928.9469743,25,11.02414608001709
1544051928.9475894,28,10.970965385437012
1544051928.948184,31,10.926349639892578
1544051928.9487686,34,10.875457763671875
1544051928.949346,37,10.830029487609863
1544051928.9499166,40,10.778164863586426
1544051928.9504967,42,10.721395492553711
1544051928.9510956,46,10.6658353805542
1544051928.9516912,49,10.620105743408203
1544051928.9522834,52,10.565768241882324
1544051928.9528637,54,10.521190643310547
1544051928.9534466,57,10.46011734008789
1544051928.9540334,61,10.398571014404297
1544051928.954617,64,10.341184616088867
1544051928.9552097,67,10.284418106079102
1544051928.9557955,70,10.20913028717041
1544051928.9563854,73,10.152353286743164
1544051928.9569793,75,10.08459186553955
1544051928.9575574,78,10.031499862670898
1544051928.958143,82,9.971081733703613
1544051928.9587255,85,9.894647598266602
1544051928.9593208,88,9.816670417785645
1544051928.9599068,90,9.739079475402832
1544051928.9604833,94,9.662596702575684
1544051928.9611251,97,9.59500503540039
1544051928.9617145,99,9.504374504089355
1544051928.9622703,103,9.424488067626953
1544051928.9628253,106,9.3546724319458
1544051928.9633894,109,9.245838165283203
1544051928.9639452,112,9.16173267364502
1544051928.9644997,115,9.07835865020752
1544051928.9650562,118,8.98019790649414
1544051928.9656184,121,8.884429931640625
1544051928.9661775,124,8.791598320007324
1544051928.9667308,127,8.7004976272583
1544051928.9673128,130,8.613981246948242
1544051928.967875,133,8.506486892700195
1544051928.968425,136,8.401456832885742
1544051928.968987,139,8.31991958618164
1544051928.9695454,142,8.219640731811523
1544051928.9700983,145,8.134943008422852
1544051928.9706523,148,8.033291816711426
1544051928.9712167,151,7.955353260040283
1544051928.971774,154,7.85866117477417
1544051928.972334,157,7.764632225036621
1544051928.9728928,160,7.688401699066162
1544051928.9734504,163,7.614495754241943
1544051928.974009,166,7.540401458740234
1544051928.9745593,169,7.442007064819336
1544051928.975125,172,7.3527021408081055
1544051928.9756885,175,7.271578788757324
1544051928.976241,178,7.201482772827148
1544051928.976805,181,7.140450477600098
1544051928.9773555,184,7.077199935913086
1544051928.9779143,187,6.997687816619873
1544051928.9784703,190,6.924322605133057
1544051928.979039,193,6.884189605712891
1544051928.9796,196,6.813622951507568
1544051928.980153,199,6.7525634765625
1544051928.9807122,202,6.698282718658447
1544051928.981305,204,6.6529412269592285
1544051928.9818707,208,6.591702461242676
1544051928.9824338,211,6.545670509338379
1544051928.9829962,214,6.508720397949219
1544051928.9835594,217,6.449707984924316
1544051928.9841208,220,6.418417930603027
1544051928.9846811,223,6.36976432800293
1544051928.9852505,226,6.333739280700684
1544051928.9858081,229,6.294549942016602
1544051928.986372,231,6.251285552978516
1544051928.9869528,235,6.222302436828613
1544051928.987509,238,6.196840286254883
