Wall time,Step,Value
1537321123.2678957,50,10.588376998901367
1537321129.3526673,53,10.522705078125
1537321135.4367096,56,10.455350875854492
1537321141.5192719,59,10.39113712310791
1537321147.5984564,62,10.32771110534668
1537321153.6390216,65,10.27904987335205
1537321159.718276,68,10.218442916870117
1537321165.7826045,71,10.156203269958496
1537321171.8766625,74,10.091268539428711
1537321177.9782362,77,10.027555465698242
1537321184.054289,80,9.973376274108887
1537321190.1465828,83,9.938530921936035
1537321196.3299525,86,9.871954917907715
1537321202.3827398,89,9.821879386901855
1537321208.8174381,92,9.760579109191895
1537321214.886283,95,9.707670211791992
1537321220.9830515,98,9.664253234863281
1537321227.0587006,101,9.616864204406738
1537321233.1368492,104,9.562468528747559
1537321239.224513,107,9.508208274841309
1537321245.2942338,110,9.468605995178223
1537321251.3773217,113,9.42776107788086
1537321257.4798841,116,9.359138488769531
1537321263.5416179,119,9.334309577941895
1537321269.6138606,122,9.274249076843262
1537321275.6716232,125,9.236838340759277
1537321281.7257864,128,9.20114517211914
1537321287.8147888,131,9.167929649353027
1537321293.9017813,134,9.114554405212402
1537321299.9824631,137,9.077865600585938
1537321306.1341403,140,9.032557487487793
1537321312.2002013,143,8.998305320739746
1537321318.2848878,146,8.95498275756836
1537321324.3642395,149,8.923871040344238
1537321330.4390564,152,8.88082218170166
1537321336.5092802,155,8.849997520446777
1537321342.6006515,158,8.827157974243164
1537321348.6654227,161,8.789358139038086
1537321354.7557924,164,8.740206718444824
1537321360.8586304,167,8.722820281982422
1537321366.93411,170,8.677820205688477
1537321373.0324955,173,8.658950805664062
1537321379.110768,176,8.64139175415039
1537321385.2078335,179,8.605827331542969
1537321391.2794046,182,8.603376388549805
1537321397.3612957,185,8.557817459106445
1537321404.054964,188,8.526836395263672
1537321410.1170485,191,8.496574401855469
1537321416.1916108,194,8.474681854248047
1537321422.278988,197,8.451431274414062
1537321428.3577673,200,8.426361083984375
1537321434.450509,203,8.41271686553955
1537321440.5460067,206,8.401057243347168
1537321446.659195,209,8.362643241882324
1537321452.7368588,212,8.335043907165527
1537321458.8144195,215,8.336898803710938
1537321464.875448,218,8.309789657592773
1537321470.9511452,221,8.296257972717285
1537321477.0544202,224,8.270439147949219
1537321483.1357741,227,8.249943733215332
1537321489.2039618,230,8.228006362915039
1537321495.2717047,233,8.202858924865723
1537321501.3489497,236,8.204614639282227
1537321507.44254,239,8.183964729309082
1537321513.6065986,242,8.163237571716309
1537321519.680363,245,8.140335083007812
1537321525.762434,248,8.125753402709961
