Wall time,Step,Value
1535911795.3496134,70,8.830962181091309
1535911795.350048,73,8.726957321166992
1535911795.350355,76,8.612317085266113
1535911795.3506432,79,8.501115798950195
1535911795.352666,82,8.398865699768066
1535911795.3529696,85,8.293563842773438
1535911795.353256,88,8.192790031433105
1535911795.3551772,91,8.099071502685547
1535911795.35549,94,8.008814811706543
1535911795.3558173,97,7.9183173179626465
1535911795.3561354,100,7.835963249206543
1535911795.3578732,103,7.75580358505249
1535911795.358137,106,7.679823875427246
1535911795.3583944,109,7.588001251220703
1535911795.3601248,112,7.527420997619629
1535911795.3603928,115,7.458589553833008
1535911795.3606539,118,7.404250144958496
1535911795.3624473,121,7.334021091461182
1535911795.362771,124,7.265806674957275
1535911795.3630793,127,7.218497276306152
1535911795.3633864,130,7.159453868865967
1535911795.3654025,133,7.114549160003662
1535911795.3657017,136,7.084886074066162
1535911795.3660097,139,7.0389084815979
1535911795.3679633,142,6.989427089691162
1535911795.3682806,145,6.941761016845703
1535911795.368613,148,6.905378818511963
1535911795.3705356,151,6.885258674621582
1535911795.3708458,154,6.855419635772705
1535911795.3711314,157,6.807365417480469
1535911795.3714154,160,6.787535667419434
1535911795.3734026,163,6.752277851104736
1535911795.37369,166,6.744944095611572
1535911795.3739855,169,6.707638740539551
1535911795.3759437,172,6.685758590698242
1535911795.3762524,175,6.66087532043457
1535911795.376536,178,6.636459827423096
1535911795.378511,181,6.633126258850098
1535911795.3788218,184,6.59437894821167
1535911795.379111,187,6.583315849304199
1535911795.379394,190,6.577772617340088
1535911795.3812966,193,6.560538291931152
1535911795.3815854,196,6.529749870300293
1535911795.381881,199,6.515361309051514
1535911795.3837872,202,6.511570453643799
1535911795.3840806,205,6.49200439453125
1535911795.384365,208,6.497432231903076
1535911795.3863156,211,6.474721431732178
1535911795.3866067,214,6.461528778076172
1535911795.3868957,217,6.450582504272461
1535911795.3871713,220,6.435896873474121
1535911795.3891404,223,6.426717281341553
1535911795.389428,226,6.4142374992370605
1535911795.3897183,229,6.404478549957275
1535911795.3916552,232,6.40140962600708
1535911795.391968,235,6.39955997467041
1535911795.3923047,238,6.3850998878479
1535911795.394241,241,6.382974147796631
1535911795.3945312,244,6.374279499053955
1535911795.394837,247,6.37654447555542
1535911795.3951328,250,6.362043380737305
