Wall time,Step,Value
1535910629.7475634,70,9.742210388183594
1535910629.7482228,73,9.670451164245605
1535910629.7488358,76,9.576301574707031
1535910629.749414,79,9.47595500946045
1535910629.7534258,82,9.388031959533691
1535910629.7540264,85,9.284796714782715
1535910629.7546048,88,9.190634727478027
1535910629.758434,91,9.078989028930664
1535910629.759011,94,8.987844467163086
1535910629.7595472,97,8.861600875854492
1535910629.7600734,100,8.754112243652344
1535910629.763676,103,8.639427185058594
1535910629.764214,106,8.52492618560791
1535910629.7647502,109,8.407875061035156
1535910629.7683086,112,8.28642749786377
1535910629.76883,115,8.165763854980469
1535910629.769321,118,8.062969207763672
1535910629.7726324,121,7.9389729499816895
1535910629.773154,124,7.830444812774658
1535910629.7736592,127,7.701560020446777
1535910629.7741497,130,7.586954116821289
1535910629.777522,133,7.470281600952148
1535910629.7780423,136,7.358627796173096
1535910629.7785413,139,7.287835597991943
1535910629.7817225,142,7.137466907501221
1535910629.7821965,145,7.027371883392334
1535910629.782717,148,6.9392218589782715
1535910629.7858284,151,6.8363213539123535
1535910629.7863185,154,6.748160362243652
1535910629.7867959,157,6.676436901092529
1535910629.7873151,160,6.602688312530518
1535910629.790319,163,6.519271373748779
1535910629.7907727,166,6.411162376403809
1535910629.7912126,169,6.363370418548584
1535910629.7941787,172,6.29783296585083
1535910629.7946386,175,6.236940383911133
1535910629.7950726,178,6.179972171783447
1535910629.79804,181,6.1169209480285645
1535910629.7984757,184,6.063283920288086
1535910629.7989025,187,6.0187859535217285
1535910629.7993128,190,5.97018575668335
1535910629.8021452,193,5.922520637512207
1535910629.8025694,196,5.882251739501953
1535910629.80298,199,5.833205699920654
1535910629.8057635,202,5.828237533569336
1535910629.8061886,205,5.790748119354248
1535910629.8066082,208,5.758459091186523
1535910629.8092954,211,5.7171454429626465
1535910629.8097203,214,5.664095401763916
1535910629.8101125,217,5.665041446685791
1535910629.8104987,220,5.631643295288086
1535910629.8117213,223,5.615006923675537
1535910629.813015,226,5.598125457763672
1535910629.8143015,229,5.577035903930664
1535910629.8156002,232,5.547424793243408
1535910629.8169029,235,5.537296295166016
1535910629.8182168,238,5.541003227233887
1535910629.819463,241,5.493791103363037
1535910629.8207169,244,5.491139888763428
1535910629.8219488,247,5.477250099182129
1535910629.8231916,250,5.436310291290283
