Wall time,Step,Value
1535910729.247142,70,7.287365913391113
1535910729.2477336,73,7.260445594787598
1535910729.2482133,76,7.241983890533447
1535910729.248692,79,7.22084379196167
1535910729.2519565,82,7.208437442779541
1535910729.252432,85,7.21286678314209
1535910729.252907,88,7.2027740478515625
1535910729.2559135,91,7.199193000793457
1535910729.2564228,94,7.199187755584717
1535910729.2568746,97,7.199627876281738
1535910729.257309,100,7.196488857269287
1535910729.2602885,103,7.197300434112549
1535910729.2607388,106,7.198551654815674
1535910729.261188,109,7.197004318237305
1535910729.2641513,112,7.197239398956299
1535910729.2645862,115,7.195693492889404
1535910729.264999,118,7.196120262145996
1535910729.2677705,121,7.197108745574951
1535910729.2682102,124,7.196645736694336
1535910729.2686346,127,7.1963605880737305
1535910729.2690446,130,7.196215629577637
1535910729.2718983,133,7.196252346038818
1535910729.272319,136,7.1963348388671875
1535910729.272742,139,7.1965203285217285
1535910729.2755246,142,7.196273326873779
1535910729.275945,145,7.196273326873779
1535910729.276339,148,7.196273326873779
1535910729.278975,151,7.196273326873779
1535910729.279392,154,7.196273326873779
1535910729.2797987,157,7.196273326873779
1535910729.2801871,160,7.196273326873779
1535910729.2829137,163,7.1966400146484375
1535910729.2833092,166,7.196191787719727
1535910729.2837133,169,7.196273326873779
1535910729.2863562,172,7.196273326873779
1535910729.2867725,175,7.196273326873779
1535910729.2871623,178,7.196273326873779
1535910729.2898295,181,7.196521282196045
1535910729.2902477,184,7.196273326873779
1535910729.290647,187,7.196273326873779
1535910729.2910366,190,7.196273326873779
1535910729.2937047,193,7.196273326873779
1535910729.2940972,196,7.196273326873779
1535910729.2944696,199,7.196273326873779
1535910729.2969973,202,7.196273326873779
1535910729.2973795,205,7.196273326873779
1535910729.2977664,208,7.196273326873779
1535910729.300279,211,7.196273326873779
1535910729.3006856,214,7.196273326873779
1535910729.301061,217,7.196273326873779
1535910729.3014307,220,7.196273326873779
1535910729.3034184,223,7.196273326873779
1535910729.3038177,226,7.196273326873779
1535910729.3585634,229,7.196273326873779
1535910729.3591568,232,7.196273326873779
1535910729.3597357,235,7.196273326873779
1535910729.363617,238,7.196273326873779
1535910729.3642268,241,7.196273326873779
1535910729.364807,244,7.196273326873779
1535910729.3653736,247,7.196273326873779
1535910729.367079,250,7.196273326873779
